Tag,Depth,Previous Sibling,Number of Children,Full Tag,Full Previous Tag
<div class=""section"" id=""multi-valued-attributes"">
<span id=""multivalue""></span><h4>Multi-valued attributes<a class=""headerlink"" href=""#multi-valued-attributes"" title=""Permalink to this headline"">¶</a></h4>
<p>HTML 4 defines a few attributes that can have multiple values. HTML 5
removes a couple of them, but defines a few more. The most common
multi-valued attribute is <code class=""docutils literal notranslate""><span class=""pre"">class</span></code> (that is, a tag can have more than
one CSS class). Others include <code class=""docutils literal notranslate""><span class=""pre"">rel</span></code>, <code class=""docutils literal notranslate""><span class=""pre"">rev</span></code>, <code class=""docutils literal notranslate""><span class=""pre"">accept-charset</span></code>,
<code class=""docutils literal notranslate""><span class=""pre"">headers</span></code>, and <code class=""docutils literal notranslate""><span class=""pre"">accesskey</span></code>. Beautiful Soup presents the value(s)
of a multi-valued attribute as a list:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">css_soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s1"">'&lt;p class=""body""&gt;&lt;/p&gt;'</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">css_soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""p"">[</span><span class=""s1"">'class'</span><span class=""p"">]</span>
<span class=""c1""># ['body']</span>

<span class=""n"">css_soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s1"">'&lt;p class=""body strikeout""&gt;&lt;/p&gt;'</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">css_soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""p"">[</span><span class=""s1"">'class'</span><span class=""p"">]</span>
<span class=""c1""># ['body', 'strikeout']</span>
</pre></div>
</div>
<p>If an attribute <cite>looks</cite> like it has more than one value, but it’s not
a multi-valued attribute as defined by any version of the HTML
standard, Beautiful Soup will leave the attribute alone:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">id_soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s1"">'&lt;p id=""my id""&gt;&lt;/p&gt;'</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">id_soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""p"">[</span><span class=""s1"">'id'</span><span class=""p"">]</span>
<span class=""c1""># 'my id'</span>
</pre></div>
</div>
<p>When you turn a tag back into a string, multiple attribute values are
consolidated:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">rel_soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s1"">'&lt;p&gt;Back to the &lt;a rel=""index""&gt;homepage&lt;/a&gt;&lt;/p&gt;'</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">rel_soup</span><span class=""o"">.</span><span class=""n"">a</span><span class=""p"">[</span><span class=""s1"">'rel'</span><span class=""p"">]</span>
<span class=""c1""># ['index']</span>
<span class=""n"">rel_soup</span><span class=""o"">.</span><span class=""n"">a</span><span class=""p"">[</span><span class=""s1"">'rel'</span><span class=""p"">]</span> <span class=""o"">=</span> <span class=""p"">[</span><span class=""s1"">'index'</span><span class=""p"">,</span> <span class=""s1"">'contents'</span><span class=""p"">]</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">rel_soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""p"">)</span>
<span class=""c1""># &lt;p&gt;Back to the &lt;a rel=""index contents""&gt;homepage&lt;/a&gt;&lt;/p&gt;</span>
</pre></div>
</div>
<p>You can disable this by passing <code class=""docutils literal notranslate""><span class=""pre"">multi_valued_attributes=None</span></code> as a
keyword argument into the <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> constructor:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">no_list_soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s1"">'&lt;p class=""body strikeout""&gt;&lt;/p&gt;'</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">,</span> <span class=""n"">multi_valued_attributes</span><span class=""o"">=</span><span class=""kc"">None</span><span class=""p"">)</span>
<span class=""n"">no_list_soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""p"">[</span><span class=""s1"">'class'</span><span class=""p"">]</span>
<span class=""c1""># 'body strikeout'</span>
</pre></div>
</div>
<p>You can use <code class=""docutils literal notranslate""><span class=""pre"">get_attribute_list</span></code> to get a value that’s always a
list, whether or not it’s a multi-valued atribute:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">id_soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""o"">.</span><span class=""n"">get_attribute_list</span><span class=""p"">(</span><span class=""s1"">'id'</span><span class=""p"">)</span>
<span class=""c1""># [""my id""]</span>
</pre></div>
</div>
<p>If you parse a document as XML, there are no multi-valued attributes:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">xml_soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s1"">'&lt;p class=""body strikeout""&gt;&lt;/p&gt;'</span><span class=""p"">,</span> <span class=""s1"">'xml'</span><span class=""p"">)</span>
<span class=""n"">xml_soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""p"">[</span><span class=""s1"">'class'</span><span class=""p"">]</span>
<span class=""c1""># 'body strikeout'</span>
</pre></div>
</div>
<p>Again, you can configure this using the <code class=""docutils literal notranslate""><span class=""pre"">multi_valued_attributes</span></code> argument:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">class_is_multi</span><span class=""o"">=</span> <span class=""p"">{</span> <span class=""s1"">'*'</span> <span class=""p"">:</span> <span class=""s1"">'class'</span><span class=""p"">}</span>
<span class=""n"">xml_soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s1"">'&lt;p class=""body strikeout""&gt;&lt;/p&gt;'</span><span class=""p"">,</span> <span class=""s1"">'xml'</span><span class=""p"">,</span> <span class=""n"">multi_valued_attributes</span><span class=""o"">=</span><span class=""n"">class_is_multi</span><span class=""p"">)</span>
<span class=""n"">xml_soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""p"">[</span><span class=""s1"">'class'</span><span class=""p"">]</span>
<span class=""c1""># ['body', 'strikeout']</span>
</pre></div>
</div>
<p>You probably won’t need to do this, but if you do, use the defaults as
a guide. They implement the rules described in the HTML specification:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""kn"">from</span> <span class=""nn"">bs4.builder</span> <span class=""kn"">import</span> <span class=""n"">builder_registry</span>
<span class=""n"">builder_registry</span><span class=""o"">.</span><span class=""n"">lookup</span><span class=""p"">(</span><span class=""s1"">'html'</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">DEFAULT_CDATA_LIST_ATTRIBUTES</span>
</pre></div>
</div>
</div>
</div>
</div>
<div class=""section"" id=""navigablestring"">
<h2><code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code><a class=""headerlink"" href=""#navigablestring"" title=""Permalink to this headline"">¶</a></h2>
<p>A string corresponds to a bit of text within a tag. Beautiful Soup
uses the <code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code> class to contain these bits of text:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s1"">'&lt;b class=""boldest""&gt;Extremely bold&lt;/b&gt;'</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">tag</span> <span class=""o"">=</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">b</span>
<span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">string</span>
<span class=""c1""># 'Extremely bold'</span>
<span class=""nb"">type</span><span class=""p"">(</span><span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">string</span><span class=""p"">)</span>
<span class=""c1""># &lt;class 'bs4.element.NavigableString'&gt;</span>
</pre></div>
</div>
<p>A <code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code> is just like a Python Unicode string, except
that it also supports some of the features described in <a class=""reference internal"" href=""#navigating-the-tree"">Navigating
the tree</a> and <a class=""reference internal"" href=""#searching-the-tree"">Searching the tree</a>. You can convert a
<code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code> to a Unicode string with <code class=""docutils literal notranslate""><span class=""pre"">str</span></code>:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">unicode_string</span> <span class=""o"">=</span> <span class=""nb"">str</span><span class=""p"">(</span><span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">string</span><span class=""p"">)</span>
<span class=""n"">unicode_string</span>
<span class=""c1""># 'Extremely bold'</span>
<span class=""nb"">type</span><span class=""p"">(</span><span class=""n"">unicode_string</span><span class=""p"">)</span>
<span class=""c1""># &lt;type 'str'&gt;</span>
</pre></div>
</div>
<p>You can’t edit a string in place, but you can replace one string with
another, using <a class=""reference internal"" href=""#replace-with""><span class=""std std-ref"">replace_with()</span></a>:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">string</span><span class=""o"">.</span><span class=""n"">replace_with</span><span class=""p"">(</span><span class=""s2"">""No longer bold""</span><span class=""p"">)</span>
<span class=""n"">tag</span>
<span class=""c1""># &lt;b class=""boldest""&gt;No longer bold&lt;/b&gt;</span>
</pre></div>
</div>
<p><code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code> supports most of the features described in
<a class=""reference internal"" href=""#navigating-the-tree"">Navigating the tree</a> and <a class=""reference internal"" href=""#searching-the-tree"">Searching the tree</a>, but not all of
them. In particular, since a string can’t contain anything (the way a
tag may contain a string or another tag), strings don’t support the
<code class=""docutils literal notranslate""><span class=""pre"">.contents</span></code> or <code class=""docutils literal notranslate""><span class=""pre"">.string</span></code> attributes, or the <code class=""docutils literal notranslate""><span class=""pre"">find()</span></code> method.</p>
<p>If you want to use a <code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code> outside of Beautiful Soup,
you should call <code class=""docutils literal notranslate""><span class=""pre"">unicode()</span></code> on it to turn it into a normal Python
Unicode string. If you don’t, your string will carry around a
reference to the entire Beautiful Soup parse tree, even when you’re
done using Beautiful Soup. This is a big waste of memory.</p>
</div>
<div class=""section"" id=""beautifulsoup"">
<h2><code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code><a class=""headerlink"" href=""#beautifulsoup"" title=""Permalink to this headline"">¶</a></h2>
<p>The <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> object represents the parsed document as a
